country_name_short,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
CHE,1951-10-28,1951-12-13,Bundesrat 1951,0,0,0,4,196,DP,Demokratische Partei,Democratic Party,,40,21,814,556,886
CHE,1951-10-28,1951-12-13,Bundesrat 1951,0,0,0,1,196,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,21,814,556,602
CHE,1951-10-28,1951-12-13,Bundesrat 1951,0,1,0,51,196,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,21,814,556,26
CHE,1951-10-28,1951-12-13,Bundesrat 1951,0,0,0,5,196,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,21,814,556,458
CHE,1951-10-28,1951-12-13,Bundesrat 1951,0,0,0,10,196,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,21,814,556,1264
CHE,1951-10-28,1951-12-13,Bundesrat 1951,0,0,0,5,196,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,21,814,556,1167
CHE,1951-10-28,1951-12-13,Bundesrat 1951,0,1,0,49,196,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,21,814,556,35
CHE,1951-10-28,1951-12-13,Bundesrat 1951,0,1,0,23,196,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,21,814,556,750
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,1,0,47,196,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,30,635,814,531
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,0,0,4,196,DP,Demokratische Partei,Democratic Party,,40,30,635,814,886
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,0,0,1,196,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,30,635,814,602
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,1,0,50,196,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,30,635,814,26
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,0,0,5,196,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,30,635,814,458
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,0,0,10,196,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,30,635,814,1264
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,0,0,4,196,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,30,635,814,1167
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,0,0,53,196,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,30,635,814,35
CHE,1955-10-30,1955-12-15,Bundesrat 1955,0,1,0,22,196,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,30,635,814,750
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,1,0,47,196,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,674,623,635,531
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,0,0,4,196,DP,Demokratische Partei,Democratic Party,,40,674,623,635,886
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,0,0,2,196,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,674,623,635,602
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,1,0,51,196,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,674,623,635,26
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,0,0,5,196,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,674,623,635,458
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,0,0,10,196,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,674,623,635,1264
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,0,0,3,196,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,674,623,635,1167
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,1,0,51,196,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,674,623,635,35
CHE,1959-10-25,1959-12-17,Bundesrat 1959,0,1,0,23,196,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,674,623,635,750
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,1,0,48,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,108,513,623,531
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,0,0,4,200,DP,Demokratische Partei,Democratic Party,,40,108,513,623,886
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,0,0,2,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,108,513,623,602
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,1,0,51,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,108,513,623,26
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,0,0,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,108,513,623,458
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,0,0,10,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,108,513,623,1264
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,0,0,4,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,108,513,623,1167
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,1,0,53,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,108,513,623,35
CHE,1963-10-27,1963-12-12,Bundesrat 1963,0,1,0,22,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,108,513,623,750
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,1,0,45,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,373,777,513,531
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,0,0,3,200,DP,Demokratische Partei,Democratic Party,,40,373,777,513,886
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,373,777,513,602
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,1,0,49,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,373,777,513,26
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,0,0,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,373,777,513,458
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,0,0,16,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,373,777,513,1264
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,0,0,1,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,6.2573101646,40,373,777,513,628
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,0,0,5,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,373,777,513,1167
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,1,0,51,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,373,777,513,35
CHE,1967-10-29,1967-12-14,Bundesrat 1967,0,1,0,21,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,373,777,513,750
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,1,0,44,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,176,79,777,531
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,176,79,777,602
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,1,0,49,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,176,79,777,26
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,0,0,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,176,79,777,458
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,0,0,13,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,176,79,777,1264
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,0,0,4,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,6.2573101646,40,176,79,777,628
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,0,0,5,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,176,79,777,1167
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,0,0,7,200,RB,Republikanische Bewegung,Republican Movement,,40,176,79,777,564
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,1,0,46,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,176,79,777,35
CHE,1971-10-31,1971-12-08,Bundesrat 1971,0,1,0,23,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,176,79,777,750
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,1,0,46,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,371,20,79,531
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,371,20,79,602
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,1,0,47,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,371,20,79,26
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,0,0,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,371,20,79,458
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,0,0,11,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,371,20,79,1264
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,0,0,2,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,6.2573101646,40,371,20,79,628
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,0,0,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,371,20,79,224
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,0,0,4,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,371,20,79,1167
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,0,0,3,200,RB,Republikanische Bewegung,Republican Movement,,40,371,20,79,564
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,1,0,55,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,371,20,79,35
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,1,0,21,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,371,20,79,750
CHE,1975-10-26,1975-12-10,Bundesrat 1975,0,0,0,1,200,V,Vigilance,Vigilance Party,,40,371,20,79,89
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,1,0,44,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,435,723,20,531
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,435,723,20,602
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,1,0,51,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,435,723,20,26
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,1,200,Grue,Grüne – Écologiste,Greens,1.7263158999,40,435,723,20,141
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,8,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,435,723,20,458
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,8,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,435,723,20,1264
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,1,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,6.2573101646,40,435,723,20,628
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,3,200,POS,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisations of Switzerland,,40,435,723,20,964
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,435,723,20,224
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,3,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,435,723,20,1167
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,1,200,RB,Republikanische Bewegung,Republican Movement,,40,435,723,20,564
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,1,0,51,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,435,723,20,35
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,1,0,23,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,435,723,20,750
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,1,200,V,Vigilance,Vigilance Party,,40,435,723,20,89
CHE,1979-10-21,1979-12-05,Bundesrat 1979,0,0,0,1,200,etc,andere,others,,40,435,723,20,545
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,1,0,41,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,631,129,723,531
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,631,129,723,602
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,1,0,54,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,631,129,723,26
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,4,200,Grue,Grüne – Écologiste,Greens,1.7263158999,40,631,129,723,141
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,8,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,631,129,723,458
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,8,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,631,129,723,1264
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,5,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,6.2573101646,40,631,129,723,628
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,3,200,POS,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisations of Switzerland,,40,631,129,723,964
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,631,129,723,224
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,1,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,631,129,723,1167
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,1,0,47,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,631,129,723,35
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,1,0,23,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,631,129,723,750
CHE,1983-10-23,1983-12-07,Bundesrat 1983,0,0,0,1,200,V,Vigilance,Vigilance Party,,40,631,129,723,89
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,1,0,42,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,358,426,129,531
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,358,426,129,602
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,1,0,51,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,358,426,129,26
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,2,200,FPS,Freiheitspartei der Schweiz,Freedom Party of Switzerland,8.05555555556,40,358,426,129,1602
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,1,200,GBS,Grünes Bündnis der Schweiz,Alternative Greens,,40,358,426,129,611
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,9,200,Grue,Grüne – Écologiste,Greens,1.7263158999,40,358,426,129,141
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,9,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,358,426,129,458
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,8,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,358,426,129,1264
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,3,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,6.2573101646,40,358,426,129,628
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,3,200,POS,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,Progressive Organisations of Switzerland,,40,358,426,129,964
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,358,426,129,224
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,1,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,358,426,129,1167
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,1,0,41,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,358,426,129,35
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,1,0,25,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,358,426,129,750
CHE,1987-10-18,1987-12-09,Bundesrat 1987,0,0,0,1,200,etc,andere,others,,40,358,426,129,545
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,1,0,36,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,521,773,426,531
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,1,200,CsP-PCS,Christlich-soziale Partei – Parti chrétien-social,Christian Social Party,,40,521,773,426,1012
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,1,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,6.38157894737,40,521,773,426,1318
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,521,773,426,602
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,1,0,44,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,521,773,426,26
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,8,200,FPS,Freiheitspartei der Schweiz,Freedom Party of Switzerland,8.05555555556,40,521,773,426,1602
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,1,200,GBS,Grünes Bündnis der Schweiz,Alternative Greens,,40,521,773,426,611
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,14,200,Grue,Grüne – Écologiste,Greens,1.7263158999,40,521,773,426,141
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,10,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,521,773,426,458
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,2,200,LdT,Lega dei Ticinesi,Ticino League,,40,521,773,426,1500
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,5,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,521,773,426,1264
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,5,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,6.2573101646,40,521,773,426,628
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,1,200,PSU,Partito Socialista Unitario,United Socialist Party,,40,521,773,426,843
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,2,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,521,773,426,1167
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,1,0,41,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,521,773,426,35
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,1,0,25,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,521,773,426,750
CHE,1991-10-20,1991-12-04,Bundesrat 1991,0,0,0,1,200,etc,andere,others,,40,521,773,426,545
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,1,0,34,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,105,38,773,531
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,1,200,CsP-PCS,Christlich-soziale Partei – Parti chrétien-social,Christian Social Party,,40,105,38,773,1012
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,1,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,6.38157894737,40,105,38,773,1318
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,2,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.4497605374,40,105,38,773,602
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,1,0,45,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,5.55555555556,40,105,38,773,26
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,7,200,FPS,Freiheitspartei der Schweiz,Freedom Party of Switzerland,8.05555555556,40,105,38,773,1602
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,2,200,FraP,Frauen macht Politik,Feminist Green Alternative,,40,105,38,773,569
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,8,200,Grue,Grüne – Écologiste,Greens,1.7263158999,40,105,38,773,141
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,7,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,6.88888888889,40,105,38,773,458
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,1,200,LdT,Lega dei Ticinesi,Ticino League,,40,105,38,773,1500
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,3,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,105,38,773,1264
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,3,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,6.2573101646,40,105,38,773,628
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,0,0,3,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.583524076562,40,105,38,773,1167
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,1,0,54,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.77777777778,40,105,38,773,35
CHE,1995-10-22,1995-12-13,Bundesrat 1995,0,1,0,29,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,5.83333333333,40,105,38,773,750
CHE,1999-10-24,1999-12-15,Bundesrat 1999,0,1,0,35,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,3.77777777778,40,427,198,38,531
CHE,1999-10-24,1999-12-15,Bundesrat 1999,0,0,0,1,200,CsP-PCS,Christlich-soziale Partei – Parti chrétien-social,Christian Social Party,,40,427,198,38,1012
CHE,1999-10-24,1999-12-15,Bundesrat 1999,0,0,0,1,200,EDU-UDF,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,Federal Democratic Union of Switzerland,6.38157894737,40,427,198,38,1318
